Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount ,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
4427,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,41,Debit Card,Every 3 Months
4428,70,Male,Shirt,Electronics,0,Los Angeles,,Green,Autumn,5,Yes,Express,Yes,6,Credit Card,Quarterly
4429,54,Male,Shoes,Electronics,666,New York,,White,Spring,2,Yes,Express,No,36,Debit Card,Weekly
4430,41,Male,Sunglasses,Accessories,42,Virginia,XL,Red,Fall,3.2,No,Free Shipping,No,22,Cash,Weekly
4431,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4,Yes,Standard,Yes,40,Debit Card,Annually
4432,59,Male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,10,PayPal,Fortnightly
4433,59,Female,Socks,Clothing,22,Ohio,M,Pink,Winter,3.3,No,Standard,No,17,PayPal,Annually
4434,30,Female,Socks,Clothing,77,Mississippi,M,Purple,Winter,3,No,Free Shipping,No,17,Venmo,Fortnightly
4435,50,Female,Shirt,Clothing,42,California,M,Gold,Summer,3,No,Standard,No,27,Bank Transfer,Weekly
4436,46,Other,Phone,Electronics,795,Phoenix,,Blue,Summer,3,No,Standard,Yes,14,Credit Card,Monthly
4437,39,Female,Sunglasses,Accessories,26,Louisiana,S,Turquoise,Winter,4.2,No,Next Day Air,No,22,Bank Transfer,Fortnightly
4438,38,Female,Headphones,Accessories,0,Los Angeles,L,Red,Winter,1,Yes,Express,Yes,25,Debit Card,Weekly
4439,47,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,No,Store Pickup,No,13,Venmo,Annually
4440,60,Female,Backpack,Accessories,30,Nevada,M,Green,Summer,2.8,No,Next Day Air,No,3,Venmo,Every 3 Months
4441,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,15,Cash,Monthly
4442,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,21,Venmo,Annually
4443,57,Female,Pants,Clothing,40,California,L,Pink,Fall,4,No,Express,No,42,Credit Card,Every 3 Months
4444,18,Other,Headphones,Electronics,577,Los Angeles,,Black,Spring,2,Yes,Express,Yes,,Credit Card,Monthly
4445,53,Female,Handbag,Accessories,63,West Virginia,XL,Turquoise,Spring,2.9,No,2-Day Shipping,No,18,Credit Card,Every 3 Months
4446,53,Female,Scarf,Accessories,96,Tennessee,XL,Magenta,Fall,3.2,No,Standard,No,47,Debit Card,Annually
4447,36,Male,Blouse,Clothing,90,Wisconsin,L,Red,Summer,4,No,Express,Yes,47,PayPal,Quarterly
4448,18,Male,Skirt,Clothing,25,Minnesota,S,Magenta,Spring,4.2,No,Free Shipping,Yes,32,PayPal,Bi-Weekly
4449,27,Female,Sneakers,Footwear,73,Utah,L,Green,Spring,3.2,No,Express,No,3,Debit Card,Quarterly
4450,69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4,Yes,Next Day Air,Yes,44,Bank Transfer,Fortnightly
4451,18,Male,Shirt,Accessories,0,New York,M,Red,Spring,1,No,Standard,Yes,,Cash,Quarterly
4452,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Express,No,37,PayPal,Weekly
4453,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,23,Cash,Fortnightly
4454,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,4,Venmo,Annually
4455,53,Male,Dress,Clothing,38,Mississippi,XL,Lavender,Winter,4.7,Yes,2-Day Shipping,Yes,36,Venmo,Quarterly
4456,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,26,PayPal,Annually
4457,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,3,PayPal,Every 3 Months
4458,62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Store Pickup,No,7,Cash,Quarterly
4459,61,Male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,41,Venmo,Quarterly
4460,70,Female,Scarf,Accessories,72,Illinois,S,Turquoise,Spring,3.2,No,2-Day Shipping,No,1,Bank Transfer,Monthly
4461,45,Other,Shoes,Electronics,0,Houston,,Blue,Spring,,Yes,Express,Yes,,Cash,Monthly
4462,55,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,28,PayPal,Fortnightly
4463,36,Male,Boots,Footwear,93,Virginia,S,Teal,Winter,3.2,No,2-Day Shipping,Yes,41,Bank Transfer,Fortnightly
4464,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5,No,Express,No,8,PayPal,Monthly
4465,49,Male,Hoodie,Clothing,96,Virginia,M,Cyan,Summer,2.7,No,Free Shipping,No,35,Cash,Every 3 Months
4466,19,Male,Belt,Accessories,54,Nebraska,XL,Purple,Spring,3.2,No,Standard,Yes,23,Credit Card,Fortnightly
4467,30,Female,Sandals,Footwear,83,Michigan,S,Teal,Fall,2.9,No,Standard,No,23,PayPal,Every 3 Months
4468,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,3,PayPal,Annually
4469,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,3,Bank Transfer,Quarterly
4470,44,Female,Headphones,Electronics,0,Houston,,White,Autumn,3,No,Standard,Yes,,Debit Card,Weekly
4471,59,Other,Shirt,Clothing,877,Chicago,L,Blue,Autumn,,Yes,Express,Yes,,PayPal,Monthly
4472,48,Male,Shoes,Footwear,46,Maine,M,Beige,Winter,3,No,Express,No,21,Bank Transfer,Annually
4473,68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,37,Debit Card,Fortnightly
4474,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,18,Debit Card,Every 3 Months
4475,51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,2-Day Shipping,No,25,Credit Card,Quarterly
4476,47,Male,Watch,Accessories,0,Phoenix,L,Black,Summer,,Yes,Standard,No,33,Debit Card,Monthly
4477,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,48,Venmo,Quarterly
4478,60,Male,Hat,Accessories,60,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,28,Cash,Monthly
4479,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,25,Venmo,Annually
4480,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,29,Venmo,Monthly
4481,26,Male,Hat,Accessories,41,Colorado,M,Green,Spring,3.4,No,Standard,Yes,50,Cash,Quarterly
4482,34,Female,Laptop,Clothing,0,Houston,S,Red,Summer,,No,Standard,Yes,,PayPal,Weekly
4483,54,Male,Belt,Accessories,90,Illinois,M,Blue,Winter,3.7,No,Free Shipping,Yes,12,Credit Card,Every 3 Months
4484,29,Other,Laptop,Clothing,327,New York,M,Blue,Spring,5,No,Standard,No,,Debit Card,Weekly
4485,48,Male,Belt,Accessories,43,Delaware,M,Black,Winter,4.9,No,Store Pickup,Yes,49,Bank Transfer,Annually
4486,62,Male,Belt,Accessories,35,Oregon,L,Maroon,Spring,3.9,No,2-Day Shipping,No,26,Venmo,Weekly
4487,54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,Express,No,11,Credit Card,Weekly
4488,42,Male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,18,PayPal,Weekly
4489,61,Female,Headphones,Accessories,0,Phoenix,M,Blue,Autumn,5,No,Express,Yes,3,Cash,Quarterly
4490,59,Male,Laptop,Accessories,0,New York,S,Green,Autumn,3,Yes,Express,No,28,PayPal,Monthly
4491,22,Female,Bag,Accessories,0,New York,M,Green,Summer,2,No,Standard,No,12,Credit Card,Weekly
4492,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,16,Debit Card,Weekly
4493,55,Other,Watch,Accessories,0,Phoenix,S,Red,Summer,,No,Standard,No,,Debit Card,Monthly
4494,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3,No,Next Day Air,No,41,Bank Transfer,Bi-Weekly
4495,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,31,Credit Card,Monthly
4496,36,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,No,Store Pickup,No,25,Venmo,Monthly
4497,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,41,Cash,Every 3 Months
4498,52,Female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Standard,No,23,Credit Card,Annually
4499,23,Other,Laptop,Electronics,1380,Los Angeles,,Red,Summer,4,No,Express,Yes,11,Debit Card,Monthly
4500,18,Male,Blouse,Clothing,35,New Hampshire,XL,Pink,Winter,2.6,No,Free Shipping,No,33,Debit Card,Quarterly
4501,26,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,9,PayPal,Every 3 Months
4502,38,Female,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,No,Free Shipping,No,6,Bank Transfer,Annually
4503,35,Female,Dress,Clothing,31,California,M,Gold,Winter,4.4,No,Free Shipping,No,4,Credit Card,Monthly
4504,65,Female,Hat,Accessories,73,Oklahoma,M,Lavender,Winter,4.8,No,Store Pickup,No,29,Cash,Weekly
4505,62,Female,Shorts,Clothing,66,Oklahoma,M,Green,Winter,2.7,No,Express,No,13,Credit Card,Bi-Weekly
4506,35,Male,Gloves,Accessories,28,Oregon,S,White,Summer,4.7,No,2-Day Shipping,Yes,50,Debit Card,Every 3 Months
4507,53,Other,Headphones,Clothing,0,Houston,XL,Blue,Spring,3,Yes,Standard,Yes,,PayPal,Quarterly
4508,36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,8,Venmo,Fortnightly
4509,28,Male,Scarf,Accessories,86,Pennsylvania,L,Red,Summer,4.8,No,Next Day Air,No,19,Credit Card,Weekly
4510,68,Other,Phone,Accessories,302,Los Angeles,M,Green,Spring,,Yes,Standard,Yes,37,Cash,Quarterly
4511,25,Female,Laptop,Accessories,0,Phoenix,L,Blue,Autumn,,Yes,Express,No,12,Credit Card,Quarterly
4512,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,30,Cash,Annually
4513,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,15,Credit Card,Every 3 Months
4514,28,Male,Belt,Accessories,32,Arkansas,S,Lavender,Spring,4.6,No,Standard,Yes,14,Debit Card,Bi-Weekly
4515,69,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,Yes,29,Venmo,Monthly
4516,33,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,No,Store Pickup,No,49,PayPal,Annually
4517,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,37,Venmo,Bi-Weekly
4518,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,34,Credit Card,Monthly
4519,43,Male,Shoes,Accessories,0,Los Angeles,M,Green,Autumn,,No,Express,Yes,,PayPal,Quarterly
4520,41,Female,Sandals,Footwear,41,Iowa,M,Gray,Spring,4,No,2-Day Shipping,No,43,Venmo,Monthly
4521,35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,47,Bank Transfer,Weekly
4522,35,Male,Shirt,Clothing,30,South Carolina,L,Beige,Fall,3,No,2-Day Shipping,Yes,44,PayPal,Quarterly
4523,46,Other,Headphones,Clothing,1258,Phoenix,XL,White,Summer,,Yes,Express,Yes,,Cash,Quarterly
4524,25,Female,Sweater,Clothing,60,Wisconsin,M,Violet,Summer,3.5,No,Store Pickup,No,41,Cash,Quarterly
4525,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,2-Day Shipping,No,23,Cash,Quarterly
4526,64,Female,Laptop,Clothing,0,Los Angeles,XL,Red,Spring,2,Yes,Standard,No,,PayPal,Quarterly
4527,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,24,Bank Transfer,Annually
4528,28,Male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,No,Free Shipping,No,4,Bank Transfer,Fortnightly
4529,31,Male,Shirt,Clothing,61,Los Angeles,S,White,Winter,1,Yes,Standard,No,8,PayPal,Monthly
4530,53,Other,Laptop,Clothing,0,Houston,M,Blue,Spring,4,No,Standard,No,,Cash,Monthly
4531,69,Female,Belt,Accessories,20,Kentucky,S,Orange,Spring,3.1,No,Free Shipping,No,44,Debit Card,Every 3 Months
4532,39,Male,Jewelry,Accessories,74,New Hampshire,M,Gold,Fall,3.6,No,Express,Yes,26,Cash,Quarterly
4533,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,No,2-Day Shipping,No,1,PayPal,Fortnightly
4534,44,Male,Jewelry,Accessories,76,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,42,Cash,Bi-Weekly
4535,19,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,46,Bank Transfer,Quarterly
4536,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,2-Day Shipping,No,50,Cash,Bi-Weekly
4537,36,Other,Headphones,Electronics,0,Houston,,White,Spring,,No,Express,Yes,12,Cash,Quarterly
4538,29,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,48,PayPal,Every 3 Months
4539,43,Male,Jeans,Clothing,29,Massachusetts,S,Turquoise,Summer,3.6,No,Store Pickup,No,13,Bank Transfer,Quarterly
4540,69,Female,Phone,Clothing,0,Phoenix,S,White,Spring,4,No,Standard,Yes,42,Credit Card,Monthly
4541,18,Female,Shirt,Electronics,0,Phoenix,,Green,Summer,,No,Express,No,,PayPal,Weekly
4542,22,Female,Hoodie,Clothing,61,Louisiana,M,Black,Spring,4.4,No,2-Day Shipping,No,11,PayPal,Every 3 Months
4543,19,Female,Sunglasses,Accessories,73,New York,S,Black,Fall,4.9,No,Free Shipping,No,36,Cash,Weekly
4544,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,Next Day Air,Yes,38,Credit Card,Annually
4545,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,27,Debit Card,Every 3 Months
4546,37,Male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Yes,Store Pickup,Yes,2,PayPal,Annually
4547,69,Other,Laptop,Electronics,426,New York,,Red,Spring,4,No,Standard,Yes,50,PayPal,Quarterly
4548,55,Male,Sunglasses,Accessories,67,Massachusetts,S,Magenta,Summer,4.7,No,Store Pickup,Yes,33,PayPal,Annually
4549,57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,No,Express,No,7,PayPal,Weekly
4550,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,42,Venmo,Bi-Weekly
4551,41,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,48,Debit Card,Annually
4552,28,Male,Dress,Clothing,20,Delaware,L,Red,Summer,3.7,No,Express,No,10,PayPal,Fortnightly
4553,65,Male,Laptop,Accessories,0,New York,M,Black,Winter,,No,Express,Yes,,PayPal,Weekly
4554,35,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,No,Standard,No,33,Debit Card,Monthly
4555,30,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,17,Debit Card,Every 3 Months
4556,53,Female,Shoes,Clothing,1284,Los Angeles,L,Blue,Winter,2,Yes,Express,No,,Debit Card,Quarterly
4557,18,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4,Yes,Standard,Yes,16,Credit Card,Bi-Weekly
4558,59,Male,T-shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,No,Standard,Yes,37,Venmo,Monthly
4559,29,Female,Skirt,Clothing,94,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,46,Credit Card,Monthly
4560,39,Female,Gloves,Accessories,41,New York,XL,Gray,Winter,4.1,No,Standard,No,4,Venmo,Bi-Weekly
4561,18,Other,Watch,Accessories,576,New York,S,White,Summer,,No,Express,Yes,29,Cash,Quarterly
4562,34,Male,Pants,Clothing,25,Nebraska,S,Turquoise,Summer,3.4,No,Free Shipping,Yes,3,Venmo,Every 3 Months
4563,63,Female,Shoes,Clothing,1264,New York,XL,Black,Winter,2,No,Express,No,31,Cash,Weekly
4564,29,Female,Headphones,Accessories,0,New York,S,Black,Summer,2,No,Express,No,,Credit Card,Monthly
4565,62,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,31,Credit Card,Weekly
4566,40,Female,Bag,Clothing,1401,Chicago,S,White,Spring,,No,Express,Yes,,Debit Card,Monthly
4567,44,Other,Bag,Accessories,0,Houston,M,Black,Autumn,,Yes,Standard,Yes,25,Cash,Monthly
4568,62,Female,Laptop,Electronics,0,New York,,White,Spring,5,No,Express,No,,Debit Card,Quarterly
4569,28,Male,Gloves,Accessories,67,Wisconsin,S,Magenta,Spring,4.1,No,2-Day Shipping,Yes,43,Bank Transfer,Weekly
4570,34,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,Yes,Express,Yes,50,Credit Card,Every 3 Months
4571,58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,29,Cash,Bi-Weekly
4572,53,Female,Shirt,Accessories,1164,New York,M,Green,Autumn,,Yes,Express,Yes,,Debit Card,Weekly
4573,62,Male,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,40,Bank Transfer,Bi-Weekly
4574,29,Male,Watch,Accessories,1036,New York,S,Blue,Autumn,2,No,Express,Yes,30,Credit Card,Monthly
4575,42,Female,Bag,Accessories,1217,Houston,L,Green,Spring,3,No,Standard,Yes,,Cash,Weekly
4576,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,20,Debit Card,Fortnightly
4577,33,Female,Headphones,Clothing,1388,Chicago,M,White,Summer,5,No,Express,No,16,PayPal,Monthly
4578,68,Female,Coat,Outerwear,75,Hawaii,S,Violet,Summer,4.7,No,Store Pickup,No,5,Bank Transfer,Every 3 Months
4579,30,Other,Headphones,Clothing,1238,Los Angeles,XL,Black,Summer,1,Yes,Express,Yes,,Debit Card,Monthly
4580,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,5,Debit Card,Fortnightly
4581,29,Male,Dress,Clothing,37,Florida,M,Red,Winter,,Yes,2-Day Shipping,Yes,44,Venmo,Every 3 Months
4582,62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,18,Venmo,Weekly
4583,23,Female,Shorts,Clothing,28,Rhode Island,M,Black,Spring,5,No,Standard,No,25,Credit Card,Monthly
4584,19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,,Yes,Next Day Air,Yes,2,Bank Transfer,Monthly
4585,52,Female,Socks,Clothing,67,Ohio,S,Maroon,Summer,3.4,No,Store Pickup,No,41,Debit Card,Bi-Weekly
4586,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Store Pickup,No,29,Credit Card,Fortnightly
4587,19,Male,Watch,Clothing,0,Houston,M,Black,Summer,,No,Express,Yes,33,Cash,Weekly
4588,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,,Yes,2-Day Shipping,Yes,24,Credit Card,Bi-Weekly
4589,21,Male,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,24,Cash,Weekly
4590,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,45,Debit Card,Every 3 Months
4591,68,Female,Bag,Accessories,1104,Los Angeles,L,Black,Winter,1,Yes,Standard,No,,Cash,Quarterly
4592,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,6,Debit Card,Monthly
4593,54,Female,Bag,Electronics,1145,New York,,Green,Summer,,Yes,Express,No,9,Credit Card,Weekly
4594,58,Male,Sandals,Footwear,47,Idaho,L,Teal,Fall,4.2,No,Next Day Air,Yes,2,Cash,Monthly
4595,20,Other,Headphones,Electronics,0,Phoenix,,Red,Winter,,Yes,Express,Yes,,PayPal,Quarterly
4596,29,Female,Boots,Footwear,24,Maine,L,Yellow,Spring,3,No,Express,No,12,Venmo,Bi-Weekly
4597,30,Female,Blouse,Clothing,91,Delaware,M,Silver,Summer,3.3,No,Free Shipping,No,2,Venmo,Every 3 Months
4598,48,Male,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,33,Credit Card,Bi-Weekly
4599,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,33,PayPal,Annually
4600,65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Standard,No,40,Credit Card,Every 3 Months
4601,58,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,34,PayPal,Every 3 Months
4602,31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,46,PayPal,Quarterly
4603,28,Male,Shorts,Clothing,95,Colorado,M,Red,Winter,2.9,No,Next Day Air,Yes,14,Bank Transfer,Monthly
4604,70,Male,Shoes,Clothing,0,New York,M,Green,Summer,,No,Standard,No,,Credit Card,Quarterly
4605,19,Male,Laptop,Clothing,49,Los Angeles,S,White,Autumn,,Yes,Standard,Yes,,Credit Card,Quarterly
4606,36,Male,Shirt,Clothing,547,Phoenix,L,Red,Winter,,Yes,Express,Yes,,PayPal,Monthly
4607,60,Female,Socks,Clothing,41,Washington,L,Gold,Spring,4.3,No,Express,No,2,Debit Card,Monthly
4608,52,Male,Socks,Clothing,39,Minnesota,L,Black,Fall,4.5,No,Next Day Air,No,37,Bank Transfer,Monthly
4609,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,11,Debit Card,Quarterly
4610,52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Next Day Air,No,14,Bank Transfer,Bi-Weekly
4611,62,Male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,23,PayPal,Annually
4612,43,Female,Blouse,Clothing,87,Texas,M,Beige,Winter,3.1,No,Store Pickup,No,15,Debit Card,Every 3 Months
4613,54,Male,Sunglasses,Accessories,95,Oregon,S,Red,Summer,5,No,2-Day Shipping,Yes,42,Venmo,Quarterly
4614,20,Male,Laptop,Electronics,765,Chicago,,Green,Autumn,,No,Standard,No,30,Cash,Quarterly
4615,64,Other,Phone,Accessories,0,New York,M,White,Summer,,No,Express,No,14,PayPal,Monthly
4616,64,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,45,Venmo,Every 3 Months
4617,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,30,Debit Card,Bi-Weekly
4618,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,1,Cash,Quarterly
4619,36,Male,Gloves,Accessories,45,Utah,M,Brown,Spring,5,No,Store Pickup,No,40,Credit Card,Monthly
4620,38,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,Store Pickup,Yes,45,PayPal,Quarterly
4621,19,Female,Blouse,Clothing,38,New Jersey,L,Yellow,Summer,2.7,No,Standard,No,13,Bank Transfer,Bi-Weekly
4622,28,Male,Shirt,Clothing,0,Chicago,S,Red,Spring,,No,Express,Yes,32,Cash,Weekly
4623,25,Female,Phone,Electronics,0,Houston,,Red,Summer,,No,Standard,Yes,50,Cash,Weekly
4624,58,Female,Laptop,Accessories,0,Los Angeles,M,Black,Spring,1,No,Standard,Yes,,PayPal,Quarterly
4625,37,Male,Skirt,Clothing,92,Washington,L,White,Summer,3.4,No,2-Day Shipping,Yes,16,Debit Card,Monthly
4626,53,Male,Shorts,Clothing,96,Minnesota,M,Silver,Fall,4,No,Express,No,9,PayPal,Annually
4627,21,Male,T-shirt,Clothing,64,Minnesota,L,Purple,Fall,2.8,No,2-Day Shipping,Yes,38,Venmo,Bi-Weekly
4628,61,Male,Jacket,Outerwear,87,Texas,M,Olive,Winter,4.4,Yes,2-Day Shipping,Yes,13,Venmo,Every 3 Months
4629,28,Male,Laptop,Accessories,243,Phoenix,S,White,Autumn,,No,Express,No,,PayPal,Quarterly
4630,37,Male,Pants,Clothing,30,Wisconsin,XL,Lavender,Winter,3,No,Next Day Air,Yes,49,Debit Card,Monthly
4631,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,1,Credit Card,Weekly
4632,20,Male,Watch,Clothing,1051,Chicago,XL,Black,Winter,,No,Express,Yes,,Credit Card,Quarterly
4633,67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4,No,Free Shipping,No,47,Credit Card,Every 3 Months
4634,36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Free Shipping,No,31,Debit Card,Quarterly
4635,30,Other,Phone,Clothing,0,Los Angeles,S,Blue,Winter,1,No,Express,No,,Cash,Weekly
4636,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,35,Credit Card,Fortnightly
4637,20,Female,Shoes,Electronics,0,Chicago,,Black,Spring,3,Yes,Standard,Yes,28,Cash,Quarterly
4638,27,Male,Jeans,Clothing,41,Virginia,M,Brown,Fall,2.7,No,Standard,No,24,Credit Card,Monthly
4639,49,Male,Pants,Clothing,21,Louisiana,M,Turquoise,Winter,2.7,No,Free Shipping,Yes,2,PayPal,Weekly
4640,63,Male,Shirt,Electronics,0,Chicago,,Black,Summer,1,Yes,Express,No,,Debit Card,Monthly
4641,27,Female,Handbag,Accessories,29,Kentucky,S,Magenta,Fall,3.8,No,Store Pickup,No,23,Debit Card,Monthly
4642,29,Male,Skirt,Clothing,82,Maine,S,Pink,Spring,4.2,No,Free Shipping,No,20,Cash,Quarterly
4643,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,14,Debit Card,Weekly
4644,28,Female,Boots,Footwear,82,Rhode Island,M,Teal,Spring,4.7,No,2-Day Shipping,No,50,Cash,Quarterly
4645,46,Male,Sweater,Clothing,78,New York,M,Lavender,Spring,3.7,No,Express,No,6,PayPal,Weekly
4646,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Standard,No,9,Venmo,Every 3 Months
4647,23,Male,Gloves,Accessories,21,Minnesota,M,Magenta,Fall,3.9,No,Store Pickup,No,14,Bank Transfer,Fortnightly
4648,31,Female,Shoes,Clothing,821,New York,M,Green,Autumn,4,No,Express,No,,PayPal,Weekly
